1,3,25.96934174972678
1,1,16.393146979066653
1,6,15.617673579975042
1,7,14.697926059223839
1,5,13.976555455064762
1,4,13.34535617694293
2,1,56.14035087805522
2,6,20.551378446124584
2,7,11.278195488659053
2,8,6.015037593580567
2,2,4.0100250623870455
3,3,53.134796237926054
3,6,20.768025078220294
3,1,15.517241379404389
3,2,8.699059561284555
3,4,1.8808777431647197
2,3,2.0050125311935227
10,7,24.074074074278123
10,6,22.839506172883517
10,3,21.604938271488912
10,2,17.901234567953246
10,8,8.641975308465936
10,1,4.93827160493027
